"AveExpr"	"LogFC_MouseC2C12"	"FDR_MouseC2C12"	"LogFC_HumanCell"	"FDR_HumanCell"	"LogFC_mean"
"PDK4"	-0.6748433	-2.563194	2.214577e-18	-0.7842141	0.0002736478	-3.347408
"CMBL"	-0.6777911	-2.344687	3.94396e-17	-2.436488	1.067003e-20	-4.781175
"GM49384"	-0.6782843	1.727728	7.256592e-10	2.019207	2.744622e-15	3.746935
"AGT"	-0.6788514	-1.293621	3.346521e-08	-1.628669	2.791147e-13	-2.922291
"HYAL1"	-0.6805158	-3.738002	1.552562e-14	-2.645981	4.702248e-10	-6.383984
"NEURL3"	-0.6811214	1.675112	4.304449e-17	1.908538	6.290957e-26	3.58365
"GRAMD1B"	-0.6843272	-1.661169	1.395968e-06	-1.638861	4.270005e-09	-3.30003
"PUS7L"	-0.6859108	-2.053458	6.434589e-26	-1.302785	9.45531e-21	-3.356243
"DISP1"	-0.691056	-1.786539	3.30986e-12	-1.135584	3.447358e-09	-2.922123
"LIFR"	-0.7005287	-2.791318	3.041509e-19	-2.882739	6.558207e-23	-5.674057
"BICRAL"	-0.7007245	-1.937293	1.952095e-21	-2.092647	2.1786e-29	-4.02994
"CPEB2"	-0.7017204	-1.529213	1.989684e-08	-3.562658	1.195965e-27	-5.091872
"TCF15"	-0.70384	4.495271	4.655337e-12	4.119968	2.711697e-11	8.615239
"GM20425"	-0.7040127	1.08527	1.956439e-09	3.491719	2.358869e-40	4.576989
"FOXL1"	-0.7107685	-2.496168	1.883962e-06	-1.850873	0.0001540383	-4.347041
"APLF"	-0.7113136	1.598656	8.259886e-19	1.526539	1.665252e-20	3.125195
"TAF9B"	-0.7121551	-1.806126	2.211873e-07	-4.254575	7.382558e-28	-6.060701
"ETFBKMT"	-0.7132049	1.197086	5.692036e-07	2.716602	9.926564e-24	3.913688
"CEP128"	-0.7134908	1.599771	1.596696e-11	2.01066	1.041928e-20	3.610431
"PHF11A"	-0.7149272	-1.630636	8.93904e-08	-2.158989	1.82792e-14	-3.789625
"DOT1L"	-0.7174149	-3.251396	1.428557e-31	-1.867847	2.19157e-23	-5.119243
"TPD52L1"	-0.7187615	-2.890232	4.146453e-19	-5.297475	5.994015e-39	-8.187707
"GNG8"	-0.7215133	1.666446	1.584844e-19	1.995771	2.518428e-30	3.662217
"PPP1R10"	-0.7223035	-4.336611	3.832724e-44	-4.869467	5.215882e-55	-9.206078
"PALMD"	-0.7224821	-0.7270249	0.009033476	-3.588378	5.980107e-28	-4.315403
"ROR1"	-0.7237967	-1.277884	0.0001120345	-3.609737	4.337774e-22	-4.88762
"PHF11D"	-0.724749	-1.580872	2.834577e-07	-2.158989	3.645967e-14	-3.739862
"DHDH"	-0.7247932	-4.023895	3.889225e-10	-1.746435	0.001396125	-5.77033
"RAD51D"	-0.727279	-2.140752	3.488399e-08	-2.249186	4.395609e-09	-4.389938
"AC104389.4"	-0.7310118	4.806529	7.660656e-44	4.36685	7.023099e-43	9.173379
"AABR07018078.1"	-0.7320248	-1.544008	6.321075e-07	-2.158989	5.849814e-14	-3.702998
"DYNC2LI1"	-0.7322123	-3.731948	1.360844e-25	-1.400577	1.265938e-10	-5.132525
"PHF11"	-0.7352954	-1.527437	8.97269e-07	-2.158989	7.206939e-14	-3.686427
"DPEP2"	-0.73531	1.502105	8.553056e-14	2.136266	3.352855e-40	3.638371
"ERCC8"	-0.7360536	1.399098	4.402855e-09	1.436424	4.305207e-13	2.835522
"CD36"	-0.7409488	-2.052104	9.291912e-13	-2.544892	5.829753e-18	-4.596996
"RGD1565355"	-0.7409488	-2.052104	9.291912e-13	-2.544892	5.829753e-18	-4.596996
"ALDH1B1"	-0.7435598	-1.062496	0.0003129117	-5.835765	2.237777e-40	-6.898261
"SLC6A15"	-0.7454914	5.199235	4.697701e-26	3.258472	1.633313e-17	8.457708
"JCAD"	-0.7473926	-2.912354	2.423705e-20	-2.006338	2.009068e-17	-4.918693
"NEWGENE_1306714"	-0.7474784	1.715928	6.547531e-16	1.823277	1.140202e-22	3.539205
"WDR62"	-0.7474784	1.715928	6.547531e-16	1.823277	1.140202e-22	3.539205
"ZFP57"	-0.7496998	0.9680028	1.291166e-14	2.484901	1.691041e-43	3.452904
"SMAD7"	-0.7499163	-1.794327	1.729826e-16	-1.150239	1.082659e-10	-2.944566
"DNAJC6"	-0.7500443	3.413039	7.576942e-42	2.021574	1.170398e-33	5.434613
"CPED1"	-0.7520928	-1.499648	3.078239e-08	-3.661938	6.107376e-31	-5.161586
"AKR1E1"	-0.7533631	1.742485	4.85436e-11	1.661255	3.725106e-12	3.40374
"AKR1E2"	-0.7533631	1.742485	4.85436e-11	1.661255	3.725106e-12	3.40374
"ME3"	-0.755263	-1.798949	1.981307e-21	-2.27859	2.718702e-34	-4.077538
"HYLS1"	-0.7554281	1.29579	0.0004661006	1.656157	5.235047e-08	2.951947
"SELENOP"	-0.7597611	-6.184382	1.020156e-25	-3.015917	5.003124e-15	-9.2003
"SCN4A"	-0.7597935	-1.848292	1.328363e-10	-2.311648	3.328773e-19	-4.15994
"ZFP770"	-0.7598257	-2.097577	8.922017e-21	-2.700897	5.829909e-34	-4.798474
"ZNF770"	-0.7598257	-2.097577	8.922017e-21	-2.700897	5.829909e-34	-4.798474
"STMN2"	-0.7627255	-4.045002	5.682273e-17	-3.144017	2.893243e-14	-7.189019
"RGS2"	-0.763121	-1.350704	4.078924e-06	-3.979209	7.134749e-28	-5.329913
"ADH4"	-0.7640277	1.408841	4.646986e-08	2.071252	5.34659e-16	3.480093
"BGLAP2"	-0.7640482	-3.893858	6.284655e-41	-3.034971	2.136139e-35	-6.928829
"PDGFRL"	-0.7658622	-4.267848	1.523749e-20	-2.619398	2.61974e-15	-6.887247
"GMCL2"	-0.7687079	0.6100209	0.04340653	3.955795	4.095165e-29	4.565816
"GDA"	-0.7739171	3.584302	8.616171e-40	4.701289	4.958392e-56	8.28559
"SCARA3"	-0.7742246	-1.205886	0.0002350588	-2.494306	2.608754e-16	-3.700192
"RASGRP3"	-0.7769675	2.708455	2.404549e-30	3.636562	1.342327e-46	6.345017
"TCP11L1"	-0.7776508	-2.496953	5.138007e-16	-2.070206	2.793671e-29	-4.56716
"AFF2"	-0.7804085	3.757522	5.433496e-31	3.120304	4.119517e-29	6.877826
"A2M"	-0.7809058	-0.5173512	0.01960091	-4.769632	9.924239e-41	-5.286984
"GPATCH3"	-0.7846797	-2.495739	6.288563e-05	-1.522205	0.009052776	-4.017944
"FGFBP3"	-0.7847123	2.193857	1.323172e-19	2.100849	1.890861e-24	4.294707
"ZNF778"	-0.7890167	-1.049814	8.571853e-07	-2.049991	1.109128e-21	-3.099805
"GIPC2"	-0.7923908	2.323427	3.350027e-10	1.847165	9.944783e-09	4.170592
"FZD9"	-0.7936194	-2.296559	7.104176e-05	-2.48763	1.165542e-05	-4.784189
"GALR2"	-0.7940581	1.246271	6.53637e-05	1.760105	1.818346e-09	3.006376
"SH2D4A"	-0.7958143	-1.674764	8.553784e-17	-3.298038	3.32384e-41	-4.972802
"POLE2"	-0.7966187	2.088401	2.585341e-16	2.019207	5.055945e-18	4.107608
"EGFR"	-0.7999857	-2.299268	1.017394e-10	-3.530771	1.491815e-21	-5.830039
"ARRB1"	-0.8014428	-1.019096	7.38965e-06	-2.811828	1.095075e-25	-3.830924
"THBD"	-0.8014483	-2.979363	1.01912e-10	-3.139884	2.060671e-13	-6.119247
"FOXL2"	-0.802936	2.311492	9.289736e-34	1.93133	1.960155e-35	4.242823
"ZFP382"	-0.808683	-1.225662	0.0001138723	-1.728848	7.680561e-20	-2.95451
"ZNF382"	-0.808683	-1.225662	0.0001138723	-1.728848	7.680561e-20	-2.95451
"MYLK"	-0.8124567	-2.041991	6.513806e-15	-2.241108	2.093065e-19	-4.283099
"LHX2"	-0.8130061	3.25355	2.485363e-32	2.859299	9.752956e-36	6.11285
"BDKRB1"	-0.8130534	-2.956058	8.921799e-10	-3.511043	1.701588e-14	-6.4671
"LIN9"	-0.8154155	1.424351	1.218805e-12	1.451613	3.82628e-15	2.875964
"EBF1"	-0.8161389	-2.250781	3.843201e-12	-3.821568	3.200567e-26	-6.07235
"PLCG2"	-0.8174623	-2.688855	6.382437e-12	-2.913629	2.219243e-15	-5.602483
"OBSL1"	-0.8217704	-2.19906	4.734509e-29	-2.057656	3.548825e-34	-4.256717
"FABP5"	-0.8252335	-3.79983	3.292483e-20	-2.500616	6.80786e-14	-6.300446
"LSMEM1"	-0.8302336	2.403598	0.000222028	2.717949	1.35439e-14	5.121547
"SLC16A8"	-0.8338713	-1.999436	2.733467e-05	-1.513768	0.0007572605	-3.513205
"BGLAP"	-0.835136	-3.625663	6.397884e-34	-3.034971	1.189394e-30	-6.660634
"FZD6"	-0.8364167	-2.957028	3.784561e-40	-3.676765	5.008532e-51	-6.633792
"MBD5"	-0.8376488	-1.719701	2.688026e-15	-2.638414	1.416664e-31	-4.358114
"APOD"	-0.8410872	-1.742817	1.558223e-10	-4.397846	1.399284e-34	-6.140663
"SLC26A2"	-0.842378	-2.435531	4.297044e-35	-2.768126	9.5115e-43	-5.203657
"KLF12"	-0.8438624	-0.7814295	0.0008264969	-3.690276	4.2126e-32	-4.471705
"CSNK1G1"	-0.8446726	-2.662483	3.741239e-44	-1.860278	8.923078e-41	-4.522761
"ITGA9"	-0.8457844	1.49653	4.917666e-12	2.219657	3.76744e-25	3.716187
"RBPMS"	-0.8460286	-1.379502	1.254581e-09	-2.980328	3.444873e-28	-4.359829
"LMCD1"	-0.8462748	-3.044698	8.005157e-22	-1.664684	3.021614e-14	-4.709382
"GOLGA1"	-0.8467348	-2.409915	1.128492e-26	-2.323309	1.845285e-32	-4.733224
"ZRSR1"	-0.8513429	-3.255962	7.976332e-41	-2.927828	3.021673e-41	-6.18379
"TMCC3"	-0.8518518	-3.518707	6.551615e-24	-3.369968	6.111967e-29	-6.888675
"DMRT2"	-0.8565445	1.640698	2.618474e-17	2.842652	4.660389e-38	4.48335
"HSD11B2"	-0.8679655	1.687821	1.675994e-16	1.662938	9.317454e-19	3.350759
"UPK1A"	-0.8699179	1.36793	9.088657e-09	3.045611	2.683259e-30	4.413541
"FLRT3"	-0.8706801	3.764079	2.269236e-40	2.041753	8.40267e-30	5.805832
"EBPL"	-0.8707628	-2.500211	1.14573e-24	-4.534706	2.079972e-48	-7.034917
"VWA3A"	-0.8727176	2.345217	9.71848e-31	3.746414	1.220153e-51	6.091631
"BHLHB9"	-0.8727305	-3.830809	1.095914e-23	-2.694082	5.709416e-21	-6.524891
"TF"	-0.8732574	1.769942	1.363977e-27	3.491719	5.817335e-53	5.261661
"CWC25"	-0.8803644	-1.781993	3.652311e-26	-1.77751	7.00639e-33	-3.559503
"CHIC1"	-0.8806049	-1.709139	2.488418e-05	-2.737588	2.936333e-10	-4.446727
"DNA2"	-0.8826731	2.795603	3.546716e-21	2.222122	1.389073e-18	5.017725
"PLAC9B"	-0.8874575	-1.679234	2.306546e-12	-1.5711	3.63143e-13	-3.250333
"IGDCC4"	-0.8885121	-1.892447	3.06001e-06	-1.957319	3.253794e-09	-3.849765
"CCDC17"	-0.8894728	2.33841	6.521417e-24	1.92829	2.883983e-25	4.266699
"ADA"	-0.8919929	-1.181768	2.858922e-08	-2.684421	1.387314e-26	-3.866189
"KIF15"	-0.8934459	1.529537	1.470901e-11	2.2923	4.368227e-25	3.821837
"NMRK2"	-0.8974475	-1.774334	3.085256e-09	-1.320863	1.607913e-08	-3.095196
"POGK"	-0.8981668	-1.118001	4.279875e-11	-2.372378	4.271662e-33	-3.490378
"FRAT1"	-0.898644	2.440158	3.597928e-27	2.509541	3.062616e-31	4.949699
"PEG12"	-0.898644	2.440158	3.597928e-27	2.509541	3.062616e-31	4.949699
"PENK"	-0.8990248	1.385522	6.007989e-10	1.565263	9.645526e-13	2.950785
"ZDHHC2"	-0.900649	-1.131269	1.320569e-09	-3.710761	1.100579e-42	-4.84203
"AC009133.6"	-0.9071082	-1.37383	1.324851e-21	-1.529345	9.381627e-26	-2.903175
"KHNYN"	-0.9079238	-2.266875	2.454185e-21	-2.121057	1.645157e-25	-4.387933
"CLCN4"	-0.9101076	-3.178342	5.961232e-29	-1.819817	6.914711e-18	-4.998159
"ESCO2"	-0.9148285	3.460312	1.10984e-20	2.39527	7.76206e-18	5.855582
"MYO1G"	-0.9152251	2.20584	4.462268e-21	2.4774	1.987135e-30	4.68324
"ZZEF1"	-0.9153574	-3.084121	1.049616e-33	-2.825308	2.084812e-38	-5.909429
"WNT10A"	-0.9165593	-2.61701	2.379681e-21	-0.9841932	8.01132e-07	-3.601203
"ABCA8"	-0.9175262	-2.505095	3.58474e-08	-3.07742	1.008834e-14	-5.582515
"ABCA8B"	-0.9175262	-2.505095	3.58474e-08	-3.07742	1.008834e-14	-5.582515
"BGLAP3"	-0.9198648	-3.306004	2.089391e-27	-3.034971	7.797384e-27	-6.340975
"CORO1A"	-0.920004	2.067617	1.923288e-15	1.753466	1.540924e-14	3.821083
"PGA5"	-0.9228209	-0.8753809	0.01804128	-3.022672	3.773963e-17	-3.898053
"HPS5"	-0.923729	-2.335842	5.7017e-22	-3.363172	9.419673e-39	-5.699013
"FGD3"	-0.9241544	1.016523	0.001562831	2.550533	4.996228e-12	3.567056
"PDE4C"	-0.9243206	2.054614	6.533247e-31	1.181365	8.397353e-23	3.235979
"OGFRL1"	-0.9261804	-2.021104	7.246672e-27	-4.927688	3.514911e-60	-6.948792
"LAMC3"	-0.9266444	1.919452	2.365976e-20	1.12918	2.280119e-14	3.048632
"PAPPA2"	-0.9295001	-2.437696	9.184106e-09	-1.40486	1.170455e-05	-3.842556
"SGO1"	-0.9298136	1.035896	1.916874e-08	2.131109	2.384264e-24	3.167005
"DCK"	-0.9333397	-1.636846	1.280337e-11	-3.827411	5.374514e-35	-5.464258
"BACE2"	-0.937494	-0.6492472	0.002815875	-4.883254	6.432859e-44	-5.532501
"CD48"	-0.9412323	4.858968	2.81327e-40	4.579461	2.443458e-42	9.438428
"CAMKK2"	-0.9468833	-1.452533	1.875313e-18	-2.532343	7.15085e-40	-3.984876
"PLCE1"	-0.9470031	-1.413527	3.519455e-13	-4.759185	6.948447e-52	-6.172713
"GSX1"	-0.9489936	-2.069014	0.0151481	-2.559754	0.002056474	-4.628768
"AABR07071891.1"	-0.9493646	1.898801	3.100491e-16	1.454923	2.345433e-13	3.353724
"ZFP60"	-0.9493646	1.898801	3.100491e-16	1.454923	2.345433e-13	3.353724
"ZSCAN25"	-0.9500937	-2.068955	2.722898e-11	-1.317255	6.473638e-17	-3.38621
"WIPF3"	-0.9637778	-1.630068	1.886728e-11	-2.66917	1.003172e-26	-4.299238
"CD302"	-0.9660269	-4.151468	2.166377e-23	-6.465726	4.283905e-37	-10.61719
"DCAF17"	-0.9660508	-0.9772532	1.077725e-06	-3.058223	1.020391e-33	-4.035476
"AMPD1"	-0.9691572	1.063108	0.003322004	1.916321	5.064057e-10	2.979429
"ADGRG6"	-0.9696707	-4.133712	1.626339e-29	-1.089884	5.787114e-08	-5.223596
"CCDC9"	-0.9719402	-1.64828	3.119025e-15	-1.307095	1.788963e-15	-2.955375
"RNF144B"	-0.9772407	-1.198701	8.439363e-10	-2.629178	1.838568e-31	-3.827879
"FAM43A"	-0.9775784	-1.224546	4.411562e-08	-2.154252	1.425882e-22	-3.378798
"SCIN"	-0.978998	3.856692	2.444118e-23	4.986529	5.034243e-34	8.843221
"FAM57B"	-0.9827465	2.057712	2.221945e-26	1.198658	3.216276e-19	3.256369
"AURKC"	-0.9829985	1.482501	3.728017e-19	1.358115	7.775408e-23	2.840615
"PAK3"	-0.9912612	2.337321	1.007379e-21	3.310592	7.552674e-35	5.647913
"OGFOD2"	-0.9913843	-2.022891	4.771713e-23	-1.125044	5.966508e-13	-3.147935
"PDE12"	-0.9917976	-2.739878	4.274658e-26	-2.18548	1.233675e-26	-4.925358
"NIPAL2"	-0.992153	-1.287594	2.091297e-09	-4.55973	1.619282e-44	-5.847324
"TRF"	-0.9924762	2.457594	5.933561e-36	3.491719	1.717412e-54	5.949313
"AMH"	-0.9943651	-1.524768	4.420306e-09	-1.493403	2.07752e-10	-3.018171
"WNT5A"	-0.9971021	-0.8921913	0.0006640927	-5.297818	5.590863e-39	-6.190009
"HELLS"	-0.9992474	2.800284	1.52399e-20	3.021727	2.41528e-25	5.822011
"RICTOR"	-1.004188	-3.360238	4.236217e-24	-4.218883	3.04197e-37	-7.579121
"TTK"	-1.005583	2.0381	2.379637e-17	1.980567	2.320446e-19	4.018667
"L1CAM"	-1.012433	-1.464592	1.236895e-10	-2.038139	6.996702e-19	-3.502731
"LRRC8E"	-1.012791	1.347437	2.952331e-18	1.728819	1.232581e-30	3.076257
"CTH"	-1.014031	-3.493299	1.147632e-19	-1.287677	2.354474e-07	-4.780976
"ARHGAP24"	-1.01624	-3.314126	3.387804e-36	-4.328275	1.9889e-51	-7.642401
"PAK6"	-1.016303	2.024475	2.03971e-18	2.566591	1.616286e-28	4.591065
"LRRC15"	-1.025676	2.209881	1.206638e-19	1.522661	6.577398e-17	3.732543
"POLK"	-1.026925	-1.251119	0.0003577292	-2.538821	4.595275e-13	-3.78994
"PRDM15"	-1.02693	-1.742538	2.057197e-31	-1.38066	7.77173e-32	-3.123198
"FBLIM1"	-1.032335	-2.693503	3.304826e-34	-2.064875	1.789753e-33	-4.758378
"PSTPIP2"	-1.032541	-2.426259	8.042715e-10	-1.865746	5.660724e-08	-4.292005
"TBC1D4"	-1.033204	-1.789202	1.464464e-12	-3.240065	6.325355e-32	-5.029267
"FRYL"	-1.034378	-1.372075	7.177559e-16	-1.637206	1.312013e-22	-3.009281
"SMPDL3A"	-1.035853	-0.8619007	0.0005046895	-3.083139	2.373569e-25	-3.94504
"GMFG"	-1.035976	2.170129	1.348525e-29	2.003509	1.179708e-30	4.173638
"IL15"	-1.044192	1.49324	1.613828e-05	1.813927	1.299735e-08	3.307167
"NFKBIZ"	-1.044452	-1.367913	1.566492e-06	-3.002161	2.07061e-21	-4.370074
"EPHA3"	-1.047243	3.228644	2.449059e-22	2.381566	5.81551e-18	5.610211
"USP31"	-1.04799	-2.32901	2.458368e-18	-3.244622	1.554642e-32	-5.573632
"ARTN"	-1.05027	1.784698	0.005869858	2.66654	3.901497e-05	4.451238
"DDN"	-1.052068	1.673731	1.247754e-14	1.409527	7.457025e-16	3.083258
"CEP350"	-1.053427	-3.334847	3.791373e-33	-4.573818	3.544631e-47	-7.908665
"GCNT2"	-1.053631	2.499434	8.903724e-33	3.931287	1.271463e-48	6.430721
"AQP5"	-1.053677	-5.132558	2.507597e-46	-0.8586584	1.383531e-09	-5.991217
"GEM"	-1.058471	-1.023515	0.0001901043	-2.521962	5.194062e-18	-3.545476
"RGD1565611"	-1.060243	2.647253	1.566995e-33	0.8300385	2.134491e-12	3.477292
"LMX1B"	-1.060437	-1.69484	0.002046071	-1.58824	0.00272871	-3.28308
"GNAL"	-1.060857	1.885451	6.635043e-21	1.310473	3.00821e-18	3.195924
"RGD1306072"	-1.060969	1.960619	6.835093e-37	1.188494	1.185617e-29	3.149112
"SLFN4"	-1.061122	2.988894	7.791372e-21	0.8583412	0.0001524803	3.847235
"NKX2-8"	-1.069533	-3.302021	6.378477e-08	-2.341449	2.965284e-05	-5.64347
"NKX2-9"	-1.069533	-3.302021	6.378477e-08	-2.341449	2.965284e-05	-5.64347
"HSPA2"	-1.069855	-2.024597	1.824443e-12	-2.298769	3.822347e-17	-4.323367
"PM20D2"	-1.071005	-1.276432	0.007217624	-3.519892	1.548375e-25	-4.796323
"AVPR1A"	-1.071698	3.453757	4.104327e-49	4.303498	2.037483e-60	7.757255
"FANCD2"	-1.076017	1.701659	1.493106e-13	1.952115	1.858264e-21	3.653774
"CES5A"	-1.078448	2.599693	2.354226e-40	3.390403	1.897913e-56	5.990096
"WNT10B"	-1.079764	2.613367	8.198232e-13	2.938006	3.699854e-15	5.551373
"BFSP2"	-1.083933	1.338289	3.827161e-18	2.480613	2.521348e-41	3.818902
"AMPD3"	-1.085269	-3.317421	8.570406e-16	-1.713486	1.612656e-07	-5.030907
"RBM33"	-1.089707	-3.665399	2.590918e-39	-3.038593	3.498622e-41	-6.703991
"TMEFF1"	-1.090873	-3.954442	8.189605e-15	-4.011651	2.070394e-17	-7.966093
"SNX10"	-1.092726	1.611515	6.694545e-29	3.890778	1.828788e-60	5.502294
"CAPN3"	-1.095706	-1.632816	8.304396e-13	-1.706166	4.69613e-12	-3.338982
"TIGD2"	-1.097626	-3.604386	5.163393e-21	-0.9907661	2.574819e-05	-4.595152
"STK36"	-1.098908	-1.352997	8.374139e-23	-2.662613	1.445563e-48	-4.01561
"ENPP4"	-1.09989	-4.084812	1.847702e-26	-2.223373	8.671884e-18	-6.308184
"PLSCR1"	-1.107115	-1.476242	9.001264e-18	-1.746974	9.375676e-25	-3.223216
"CPEB1"	-1.10925	-1.084035	7.253943e-06	-2.133304	3.171677e-17	-3.217339
"PPL"	-1.109995	-2.267649	1.360389e-14	-2.43659	1.532422e-18	-4.704239
"PAMR1"	-1.113985	-1.356244	4.116017e-08	-5.129586	2.79761e-43	-6.48583
"AGO3"	-1.122987	-2.443238	3.267183e-19	-3.602803	6.948946e-36	-6.04604
"EDIL3"	-1.123386	-1.428104	0.0001484375	-5.368068	8.803202e-29	-6.796172
"TBC1D9"	-1.128776	-1.199863	1.696717e-08	-3.27279	1.123843e-34	-4.472653
"SH3TC2"	-1.13119	1.190587	1.964922e-18	2.244024	2.977054e-42	3.43461
"GTPBP10"	-1.131246	-3.609344	3.36433e-27	-3.195144	2.518428e-30	-6.804488
"CARD6"	-1.132157	-2.933145	4.292775e-14	-2.318815	2.858834e-14	-5.251959
"TINAGL1"	-1.133056	-2.309935	7.39901e-23	-3.315576	1.193056e-36	-5.625512
"CCDC141"	-1.13805	-5.741312	1.658628e-36	-3.097758	3.665693e-26	-8.83907
"SEL1L3"	-1.139679	-1.610311	3.197219e-10	-4.000917	7.773295e-36	-5.611227
"SKA1"	-1.14048	2.955621	1.166716e-27	2.595286	1.345721e-30	5.550906
"KCTD14"	-1.140805	2.013175	9.392441e-17	1.557365	1.965808e-15	3.57054
"ENPP3"	-1.141413	1.042809	1.592125e-06	3.674163	1.81886e-37	4.716972
"TP53I11"	-1.141845	-1.533357	9.666739e-08	-2.221832	4.342993e-16	-3.755189
"TRP53I11"	-1.141845	-1.533357	9.666739e-08	-2.221832	4.342993e-16	-3.755189
"SLFN3"	-1.144482	3.326126	1.924731e-22	0.8583412	0.000271771	4.184468
"DPYSL4"	-1.14782	-1.020601	9.798955e-07	-2.102975	1.989162e-20	-3.123576
"LSR"	-1.148875	-1.920099	4.632514e-15	-1.437425	5.808719e-12	-3.357524
"NTN1"	-1.151281	-2.211989	6.729478e-20	-1.069736	5.659657e-09	-3.281725
"MTAP"	-1.15463	-5.576131	2.934465e-55	-2.896588	1.16521e-42	-8.472718
"UTS2R"	-1.155719	-2.41385	4.137155e-15	-2.827404	5.21775e-21	-5.241254
"OMD"	-1.155833	0.9444782	0.02720026	2.371885	4.768686e-09	3.316363
"ZNF780A"	-1.158409	1.879047	1.4649e-19	1.113952	1.198412e-11	2.992999
"P2RX6"	-1.160164	-2.676479	2.42359e-17	-1.623083	1.800142e-10	-4.299562
"CLCF1"	-1.161237	-2.944967	6.684367e-30	-3.211931	1.243146e-39	-6.156898
"VIPR2"	-1.165416	1.125696	2.21332e-09	1.888722	2.207804e-21	3.014418
"KCNB1"	-1.174831	-1.491102	7.674826e-10	-2.164572	8.971505e-19	-3.655674
"TLE4"	-1.174936	-0.7287186	1.160921e-05	-3.744392	5.373114e-43	-4.473111
"IL1RL1"	-1.175423	2.687371	2.089749e-13	2.88451	4.164694e-17	5.57188
"HS3ST3A1"	-1.175784	-0.907967	2.478035e-13	-2.347611	6.432859e-44	-3.255578
"H1FOO"	-1.177794	-2.568712	8.057869e-06	-2.751935	1.172994e-06	-5.320647
"ZNF625-ZNF20"	-1.180138	-1.96917	9.981535e-14	-1.43553	2.178009e-12	-3.404699
"PACSIN1"	-1.18036	-1.577575	2.555295e-09	-1.909159	4.365398e-14	-3.486734
"GLRB"	-1.1912	-3.334551	3.327751e-33	-2.23897	2.851665e-25	-5.573522
"ATP8B1"	-1.191535	-0.9803445	7.436381e-06	-4.836327	2.873949e-44	-5.816672
"PELI2"	-1.192719	-2.091509	5.734737e-19	-2.215015	5.699174e-26	-4.306524
"GDF5"	-1.193837	-1.856075	8.219562e-05	-1.768654	0.0001020243	-3.624729
"HRASLS"	-1.19473	2.567738	3.564624e-33	3.364878	6.281436e-49	5.932616
"REEP6"	-1.19567	-2.512128	4.714417e-24	-2.047515	8.236661e-22	-4.559643
"MESP2"	-1.196761	-1.978148	0.002825268	-1.805444	0.004653709	-3.783592
"PNMA3"	-1.201864	2.921468	5.389061e-37	1.899523	1.251966e-31	4.820991
"SOX13"	-1.202584	-2.146782	8.661795e-13	-1.065033	1.185543e-05	-3.211816
"CD34"	-1.20668	-3.630531	1.668279e-35	-1.856506	3.043173e-20	-5.487037
"ZIC2"	-1.215748	2.561785	4.497478e-13	1.61659	3.914791e-08	4.178374
"AMHR2"	-1.216923	1.605367	1.350913e-32	1.352677	1.593578e-34	2.958044
"KRT83"	-1.217066	-2.414346	1.223981e-05	-1.142648	0.02441697	-3.556993
"SYNDIG1L"	-1.21753	2.425641	1.402665e-45	2.451653	3.042826e-53	4.877294
"ZSCAN10"	-1.218336	1.289318	1.81884e-07	1.64994	1.628404e-14	2.939258
"SIGLEC11"	-1.218366	1.091536	3.674337e-10	1.916496	3.110794e-26	3.008031
"CEP76"	-1.219017	-1.89116	3.582618e-16	-1.162982	7.335505e-12	-3.054141
"ACVRL1"	-1.220755	-1.48833	9.709732e-10	-2.914034	9.936354e-26	-4.402364
"LEFTY2"	-1.223215	-1.630147	0.02250216	-1.853342	0.007455996	-3.483489
"SIGLEC10"	-1.223253	1.091536	2.572463e-11	1.928561	1.70144e-28	3.020096
"SIGLECG"	-1.223253	1.091536	2.572463e-11	1.928561	1.70144e-28	3.020096
"CHD7"	-1.223636	-1.787764	1.04441e-14	-1.450147	4.84956e-13	-3.237911
"CACNA2D2"	-1.22405	1.646104	9.38844e-23	1.721611	5.102012e-30	3.367714
"MTERF2"	-1.2321	-1.784858	5.697659e-06	-1.521044	1.314157e-05	-3.305902
"ACYP2"	-1.233878	-4.553036	9.92184e-29	-5.417974	2.684777e-37	-9.97101
"L3HYPDH"	-1.238576	-2.690095	4.148674e-31	-4.669352	1.48276e-54	-7.359447
"TNFRSF25"	-1.249462	-1.715941	3.706128e-11	-2.453478	1.711662e-21	-4.169418
"GM23377"	-1.251635	4.482599	2.841673e-26	2.693994	1.356081e-32	7.176592
"HACD4"	-1.256269	-4.570729	3.537445e-30	-2.25017	1.188604e-18	-6.820899
"HASPIN"	-1.258445	2.543233	1.661008e-28	1.311073	2.701796e-15	3.854307
"TIFA"	-1.262049	-2.287118	2.361465e-20	-0.9761581	2.102652e-09	-3.263276
"EPB41L5"	-1.266683	-2.100446	1.126586e-25	-3.260614	1.210327e-45	-5.361061
"PIK3C2B"	-1.267271	-1.968478	5.01301e-10	-3.18235	9.903151e-36	-5.150828
"PLCB1"	-1.268663	-1.390702	9.326148e-09	-1.479728	3.495583e-11	-2.87043
"EFNA5"	-1.269911	-1.001801	2.552289e-05	-3.179468	3.322558e-27	-4.18127
"CNN1"	-1.271639	-1.670242	1.132924e-09	-2.928874	9.684542e-23	-4.599116
"DLX4"	-1.272304	-1.710502	0.001000424	-1.367704	0.005930808	-3.078206
"CAPN6"	-1.274698	-3.040076	1.347918e-24	-1.054116	2.755681e-07	-4.094191
