"AveExpr"	"LogFC_RatL6"	"FDR_RatL6"	"LogFC_HumanCell"	"FDR_HumanCell"	"LogFC_mean"
"ANG2"	-1.09484275093509	-1.32979573695201	0.00058579631180472	-2.98703882525173	2.84535093815342e-25	-4.31683456220373
"SLC1A1"	-1.09660819921754	-1.35482899673321	3.41248238728586e-09	-3.10542651335579	1.03705593669989e-25	-4.460255510089
"TRIM17"	-1.09672543877257	1.66859782466476	5.89371912293855e-07	1.61901066060485	1.63727824760685e-06	3.28760848526961
"TIGD2"	-1.0976258662887	3.60438550906865	5.1633926861461e-21	2.61361942152364	2.12692397780895e-14	6.21800493059229
"ENPP4"	-1.09989001917468	4.08481164474564	1.847701877856e-26	1.86143909889846	1.58445019485367e-10	5.94625074364409
"TEC"	-1.10131684491978	1.00959313550193	3.10925343639746e-16	2.38514459293678	5.90163153791878e-39	3.39473772843871
"EXTL1"	-1.10470813353252	1.51150516857988	1.51399580770716e-19	1.39081957608046	1.95707714838817e-17	2.90232474466034
"CGREF1"	-1.10773325835836	1.77557659574933	1.30054489551048e-17	2.35519281331986	8.94853099773109e-24	4.13076940906919
"CX3CL1"	-1.11036264665268	2.68429526093309	1.29846072513731e-23	2.56587284920508	5.39724718542443e-22	5.25016811013817
"SNCB"	-1.11143154350389	2.00060533518829	2.33483983130073e-19	2.08413890117924	7.06269147595927e-20	4.08474423636753
"MSS51"	-1.11243075442561	1.9654926020082	1.68787812056997e-09	1.14803416672411	0.000202812622294067	3.11352676873231
"S1PR1"	-1.1237712723224	1.54752067250188	7.37159082934025e-15	1.8188906486282	8.53127962942975e-18	3.36641132113008
"ZFP618"	-1.12815972988351	-1.12172716606474	2.54452795833312e-09	-1.94041001484613	1.48113542252241e-18	-3.06213718091087
"ZNF618"	-1.12815972988351	-1.12172716606474	2.54452795833312e-09	-1.94041001484613	1.48113542252241e-18	-3.06213718091087
"RGD1310935"	-1.129500026532	-0.815206181726074	0.00631700781416174	-5.8006597411609	1.55013089728771e-32	-6.61586592288698
"TMEM45A2"	-1.129500026532	-0.815206181726074	0.00631700781416174	-5.8006597411609	1.55013089728771e-32	-6.61586592288698
"CPLX1"	-1.13362750814892	2.04235211318802	1.47053593051016e-09	1.94305918647989	6.25608755927478e-09	3.98541129966792
"CCDC141"	-1.13804973202517	5.74131245364859	1.65862789948133e-36	2.6435546816101	2.03162144913544e-16	8.3848671352587
"FAM71E1"	-1.1437647608699	-1.76832332453233	3.26994651231198e-21	-1.32764986211778	7.40676495062925e-15	-3.0959731866501
"SLFN3"	-1.14448223952016	-3.32612632839642	1.9247312934437e-22	-2.4677851308095	2.50859509519836e-15	-5.79391145920592
"GATA2"	-1.15037537679703	2.42974585292056	6.12383942493602e-29	1.62881418354757	2.9676340298027e-18	4.05856003646814
"NTN1"	-1.15128144899828	2.21198871554882	6.7294775778477e-20	1.14225273500771	2.13812463329224e-08	3.35424145055653
"MTAP"	-1.15462965050268	5.57613061755915	2.9344648897044e-55	2.67954274864952	1.84721364932016e-32	8.25567336620868
"P2RX6"	-1.16016361042779	2.676478651093	2.42358979297653e-17	1.05339515733344	0.000103413985049197	3.72987380842644
"CSPG4"	-1.16035966512807	1.94928925765578	5.74060026777932e-20	1.23487700874677	2.11819988883438e-11	3.18416626640255
"CPLX2"	-1.16224633056948	1.60830660308896	4.01759722042154e-13	1.64499916882682	3.25025272190406e-13	3.25330577191578
"AABR07030521.1"	-1.16353053403993	-1.64412203474947	1.14372304052445e-22	-4.26994817902605	2.32363122838634e-49	-5.91407021377552
"GM884"	-1.16353053403993	-1.64412203474947	1.14372304052445e-22	-4.26994817902605	2.32363122838634e-49	-5.91407021377552
"FGD4"	-1.17772892934832	-0.823974518260709	3.9505485685805e-06	-2.66166170126595	2.27853224678207e-26	-3.48563621952666
"DLG2"	-1.1827195483301	-1.69903641322085	7.0021177203196e-12	-1.27842056240006	6.72837057343034e-08	-2.97745697562091
"GATA4"	-1.18775499395644	1.77276140241357	6.9679174584212e-14	1.79973082385071	3.65366252641471e-14	3.57249222626428
"PLEK2"	-1.1886982450669	-1.52520984713593	4.80057700154074e-16	-1.63209083677741	2.14029093217939e-17	-3.15730068391334
"GLRB"	-1.19120006804682	3.33455146778679	3.32775086185463e-33	1.09558121624541	5.69377624573968e-09	4.4301326840322
"NEUROD2"	-1.20005011699482	1.11361842594506	8.83822868543557e-08	2.04456731098508	1.57118730283776e-17	3.15818573693014
"PNMA3"	-1.20186405428617	-2.92146828804774	5.38906054176534e-37	-1.021945311481	2.41913102399501e-12	-3.94341359952874
"CXCR4"	-1.20206819772926	2.17236276801937	2.68450209574961e-09	1.59611966649055	7.19338253201123e-06	3.76848243450991
"GNAO1"	-1.20247135881285	2.00038886631862	8.35836765200468e-22	2.6072283680398	2.40269815376589e-28	4.60761723435842
"SOX13"	-1.20258392834305	2.14678246999156	8.66179493146266e-13	1.08174917124995	8.74086874159319e-05	3.22853164124151
"CD34"	-1.20667956639135	3.63053098999183	1.66827946775772e-35	1.77402530323589	3.27176056813775e-16	5.40455629322772
"ZIC2"	-1.21574795409568	-2.56178465392292	4.49747790125431e-13	-0.945194926120771	0.00309248963042977	-3.50697958004369
"KRT83"	-1.2170657160658	2.41434553049788	1.22398143303596e-05	1.27169776564552	5.7716766166893e-07	3.6860432961434
"KRT17"	-1.2229382784677	-1.34172895449362	2.05394166902948e-10	-2.43068148685816	1.00614991985213e-21	-3.77241044135178
"SYN1"	-1.22421070545651	1.53663559195019	3.11039979398305e-13	1.39614958485412	1.84375288222453e-11	2.93278517680431
"KHK"	-1.23509194483223	1.31978013458384	5.79868170656553e-21	1.94993664719235	1.34379340943246e-30	3.26971678177619
"ASPA"	-1.24103650402269	1.7131926154998	6.91227594964315e-11	2.91521785216822	9.87268561446877e-21	4.62841046766803
"ID4"	-1.24777930676814	-1.86506269284704	3.35821608321387e-21	-1.3705177350778	3.42306915338523e-14	-3.23558042792484
"GM23377"	-1.25163521509408	-4.48259871261163	2.84167335062855e-26	-1.78860498040518	2.27614717778223e-09	-6.27120369301681
"NRTN"	-1.25396567440782	2.11749552991462	2.2612881251052e-10	1.73725980509342	7.05463790621063e-08	3.85475533500804
"UPK2"	-1.25523176230022	2.23111873180509	3.20844727042708e-27	1.75860891416688	4.24236659243131e-21	3.98972764597198
"HACD4"	-1.25626930184908	4.57072895127335	3.53744538746738e-30	2.32055860368507	1.4946783942525e-14	6.89128755495842
"NUDT13"	-1.25657994687693	1.00228351531345	1.5243984894693e-07	2.29931094699452	1.27802092994231e-21	3.30159446230797
"HASPIN"	-1.25844482888314	-2.54323331185609	1.66100751735718e-28	-1.23215984749403	8.91464403398174e-12	-3.77539315935012
"ASPG"	-1.25869959361048	-2.06745167901869	3.10391084757395e-24	-1.77725920007882	3.06734009352492e-20	-3.84471087909751
"ARMCX4"	-1.25999186982133	1.92391684114103	1.03760976130969e-16	3.09089514977985	9.61140971492134e-28	5.01481199092088
"TIFA"	-1.26204921574773	2.28711761439579	2.3614653039047e-20	1.31095946976089	3.34004745475477e-10	3.59807708415668
"SLC9B2"	-1.26289548522915	-1.16681638414838	1.84807926887056e-18	-3.68390231566921	1.26991627720915e-51	-4.85071869981759
"EFNA1"	-1.26558509143834	1.3192075288265	2.63028240868978e-23	1.60629596368978	4.19398459803097e-28	2.92550349251628
"SERPINA3K"	-1.26696384850483	-1.92011458792985	1.87492236914002e-08	-3.22518591043717	1.17873194157953e-16	-5.14530049836703
"CELA1"	-1.26808076558792	2.92873729914301	6.20787285372697e-29	2.92653129585405	7.11455453708946e-29	5.85526859499706
"CAPN6"	-1.2746977306899	3.04007559436621	1.34791829260617e-24	1.98595988715224	1.74691904679659e-14	5.02603548151844
"BST1"	-1.27633079386757	-1.4841604710872	8.75979290100126e-11	-4.48527295219608	5.99671413939857e-37	-5.96943342328328
"KIAA1211L"	-1.277551271198	-2.42087202482293	5.76382582914011e-30	-1.23753863932286	1.57443502346863e-14	-3.6584106641458
"RGD1310819"	-1.277551271198	-2.42087202482293	5.76382582914011e-30	-1.23753863932286	1.57443502346863e-14	-3.6584106641458
"DRP2"	-1.28442052480918	2.77777705140133	7.90180141784306e-19	1.34120304238648	2.55930102187305e-07	4.11898009378781
"AABR07027870.1"	-1.29306339418924	-3.84385613742713	1.26100356503112e-38	-1.62867355898054	3.5583356082401e-16	-5.47252969640767
"SERPINA3M"	-1.29588276783706	-1.73387268077898	1.15850516967789e-09	-2.89070590224016	8.72083711327066e-19	-4.62457858301914
"BATF"	-1.29920539418498	1.96287033574245	4.39611745612158e-16	1.42047402181047	1.63421334726303e-10	3.38334435755292
"NPTX1"	-1.30063620813916	2.47870728285333	8.95954085401169e-15	1.05482239815261	0.000149380222855987	3.53352968100594
"FAM13C"	-1.30151046561441	3.92422272841437	1.14064140273669e-25	1.04319262119822	0.000132135307931293	4.96741534961259
"SLC26A1"	-1.3065759072342	-2.41870455454605	5.0403387398966e-29	-1.4028571672965	8.0748865136018e-16	-3.82156172184255
"RASGRF1"	-1.3133739552866	-3.29220094191907	2.53607771041812e-38	-1.24329973787215	1.18275635691842e-13	-4.53550067979122
"TRIM34"	-1.3155952862272	-1.86520389900675	1.4960666568801e-13	-1.13815179963702	5.97503805874392e-07	-3.00335569864377
"TRIM6-TRIM34"	-1.3155952862272	-1.86520389900675	1.4960666568801e-13	-1.13815179963702	5.97503805874392e-07	-3.00335569864377
"TRIM34B"	-1.31842949562793	-1.88013073518392	2.25894688917706e-13	-1.15307863581419	6.72425322469506e-07	-3.03320937099811
"PTPN3"	-1.3187918270534	2.59268951244902	1.20100318364698e-28	2.24553997308124	1.74464145174459e-24	4.83822948553025
"TRIM34A"	-1.32231791087986	-1.90060972217743	1.13365754768106e-13	-1.1735576228077	3.9119709971976e-07	-3.07416734498513
"GHR"	-1.32588792846101	5.80687660589062	8.05617888828331e-32	2.5666262614527	1.24004112518576e-12	8.37350286734332
"HIST1H4M"	-1.32839048514138	1.79571392359255	2.44752931345923e-16	2.02867938462315	1.41093468189626e-18	3.8243933082157
"TMOD2"	-1.33735270274641	-0.818592856864585	0.00024656994539522	-2.57974057387195	9.4671175856322e-20	-3.39833343073654
"TMEM246"	-1.3385540427815	2.09128117374542	2.38652054613002e-18	1.57197306741752	1.94015928183287e-12	3.66325424116294
"CARD9"	-1.33970608871344	3.55956676916864	2.3309021418491e-36	1.57352065086048	4.21103227099457e-16	5.13308742002912
"CLYBL"	-1.33985325520042	2.77924139016885	8.60520604371562e-31	2.76746082835821	3.09409406732808e-30	5.54670221852706
"DUSP2"	-1.34014805321153	2.77320146071332	1.63545647390664e-17	1.88069512487846	1.42885474991639e-10	4.65389658559178
"ADAMTS16"	-1.34466927132827	2.43142439392381	4.57642176389092e-15	1.76620514544685	6.12777777683308e-10	4.19762953937066
"ZBTB12"	-1.34956571771619	1.78836939000151	1.45401026676534e-21	1.26202064851327	1.01068055169476e-13	3.05039003851477
"PRR36"	-1.35456867885447	-1.0959996902599	4.87746426439982e-06	-1.86381566261753	2.30231785121671e-12	-2.95981535287743
"LLGL2"	-1.35681478505303	2.17407091019597	9.50814699110741e-16	1.493727878473	2.81520336728851e-09	3.66779878866897
"GPD1"	-1.35928244958975	2.16510297950767	3.76102676813199e-14	2.07130171809031	4.7623410723162e-13	4.23640469759798
"HIST1H4D"	-1.36006803512408	1.62254331702043	9.54643578724463e-13	1.85550877805103	7.01809959514819e-15	3.47805209507146
"TNFRSF1B"	-1.36262678175549	2.96256174290924	2.05011541842596e-36	0.954077950632369	1.1705854701729e-09	3.9166396935416
"CUZD1"	-1.36698135409241	-1.55750829380056	8.57627441299294e-08	-1.2902022148147	5.26886610414987e-06	-2.84771050861526
"FN3K"	-1.36749671615542	2.1850395904452	9.25229147448214e-20	0.992861375885423	6.48746410060521e-07	3.17790096633062
"PLCL2"	-1.36838990789011	3.23810450091693	1.38358419996982e-30	2.57597923424608	1.3443416525933e-24	5.81408373516302
"MYO7A"	-1.36979015108546	2.95942178711677	1.553886126843e-05	0.902006008706387	0.00232792910496892	3.86142779582315
"ANK1"	-1.37320314620061	3.66199758330971	3.93979513552848e-30	1.46334989816109	3.47042556413451e-10	5.1253474814708
"TBX6"	-1.37667527700302	2.40797961128421	6.04886811282433e-06	0.942043898113153	5.88735472717569e-05	3.35002350939736
"FAM167A"	-1.38027465305838	1.97770585647165	1.09633178657792e-11	1.38817541207744	3.29528762964294e-07	3.36588126854909
"TCFL5"	-1.38264815957726	-0.565717494871669	0.000316724329291949	-3.84538478705174	1.81268867602034e-39	-4.41110228192341
"ALOX5"	-1.39003078955415	5.78658315835312	1.23976398281404e-47	5.07739208557873	1.46992980391669e-43	10.8639752439319
"SERPINA3C"	-1.39086646119077	-1.35968735891953	9.26759554634088e-07	-2.82023677870158	5.03629908728688e-18	-4.17992413762111
"PRR35"	-1.39588187999654	-1.25358424540006	7.60647047883729e-10	-2.25965623855283	1.64427768819002e-20	-3.5132404839529
"APOL10A"	-1.40108155747169	-1.29146741416	1.53747307984845e-07	-2.63930027226641	2.54554848793391e-18	-3.93076768642641
"FOXS1"	-1.40935088728132	2.55139101260798	5.37177554423748e-30	0.896955197001005	1.59747358343342e-08	3.44834620960899
"EXOC3L2"	-1.4093599598813	-1.90261603971644	9.69739696116382e-24	-1.7352738586947	3.70756301847054e-21	-3.63788989841114
"KRTAP1-5"	-1.41022703592681	-0.851216023361877	0.00134145530937149	-2.80994109652368	9.99216022926896e-18	-3.66115711988556
"CITED4"	-1.41761518043623	-1.4989882427825	7.45961716819322e-14	-1.76412083362154	6.27521623443507e-17	-3.26310907640405
"SLPI"	-1.41888345431004	1.80673976202206	8.79457881781387e-07	1.71457582884665	1.19686714831344e-16	3.52131559086871
"PLEKHH2"	-1.42034921208952	2.92774692924007	8.47801732472021e-17	2.14755857857144	2.3255859775739e-11	5.07530550781151
"ITPKB"	-1.42115811292225	1.75916650132453	1.28601269263207e-12	1.88631787741164	1.57139343190021e-13	3.64548437873618
"AANAT"	-1.42564794276556	1.42022342430078	1.57747033405773e-07	2.01057514445376	5.82472080278875e-12	3.43079856875454
"RAET1E"	-1.42604786224333	3.14719874503687	1.94747718288781e-11	1.889644214492	7.43813860369266e-16	5.03684295952886
"PRRG2"	-1.42834833867271	1.93137520710295	4.25270936531056e-23	2.23308209996389	1.94960267771958e-26	4.16445730706684
"ZFP667"	-1.43272006243957	1.91002411200645	3.83779461513565e-16	1.07575112000357	2.34232680694075e-07	2.98577523201002
"ZNF667"	-1.43272006243957	1.91002411200645	3.83779461513565e-16	1.07575112000357	2.34232680694075e-07	2.98577523201002
"APOL11A"	-1.43274485243827	-1.82974342859189	3.41733933265231e-12	-3.1775762866983	1.40471240935307e-22	-5.00731971529019
"RAB38"	-1.4375033678698	1.55161840164677	8.26510016028385e-11	1.93669135462154	1.97932703720627e-14	3.48830975626831
"AABR07027306.1"	-1.44871792126355	-2.68702992538292	3.9497059546681e-34	-1.06531887620995	3.1517221207366e-12	-3.75234880159287
"PHACTR1"	-1.44871792126355	-2.68702992538292	3.9497059546681e-34	-1.06531887620995	3.1517221207366e-12	-3.75234880159287
"SYT12"	-1.45264854028269	1.59707873275767	2.60220283739295e-18	1.39626179241365	2.68465253347736e-15	2.99334052517132
"TNFRSF13B"	-1.45881443960693	-1.77736561328104	6.36641427511337e-20	-2.91990905521828	8.50175961531577e-31	-4.69727466849933
"PVALB"	-1.45926621990546	1.88006757838847	1.46584160236889e-12	1.94807159390785	3.55335205910802e-13	3.82813917229632
"IL1RAP"	-1.46169260694439	-1.09907170351139	4.50740658805311e-06	-2.05791740571228	3.40305839254095e-14	-3.15698910922368
"HTR1B"	-1.46547459147819	1.4973711805022	6.79002177419455e-14	1.39509405941511	1.14355990043278e-12	2.89246523991731
"CACNA1I"	-1.47582587395285	-2.63919437018426	7.46686949863096e-20	-2.15565138812525	9.68143193872075e-16	-4.79484575830951
"IL33"	-1.4837819555778	2.06208444015533	1.85741629103372e-13	3.98881684318367	4.96394178047051e-28	6.050901283339
"NSG1"	-1.48404746947701	1.9099226133232	1.22921687439124e-06	1.94711901835623	7.78185985434837e-07	3.85704163167942
"EMX2"	-1.49174819520227	-1.51175626998169	5.92993107451036e-09	-1.93900803599731	2.41779338444705e-12	-3.450764305979
"TTC30A2"	-1.49692990762018	-3.26220288664368	1.14497901111882e-26	-2.72352982507787	9.06787888064811e-22	-5.98573271172155
"LURAP1"	-1.49803814041314	1.93049328910929	2.67706891431093e-23	1.05981642835503	2.12419407991908e-11	2.99030971746432
"MGL2"	-1.49806698457996	1.84256242498777	3.21368956983232e-19	2.4625734283482	4.36721839569414e-26	4.30513585333597
"GM5065"	-1.50182205875455	-2.23781057961431	4.02418159999807e-17	-3.69264674614186	7.56404440673496e-29	-5.93045732575617
"RARRES1"	-1.50643117422653	-1.74374463351003	8.56256663663354e-15	-2.36887216869937	3.77559330044312e-21	-4.11261680220941
"CLCN1"	-1.50754904118943	2.2121423688501	5.15179195731285e-16	1.96919750613003	8.35266318597102e-14	4.18133987498013
"ART5"	-1.52861307125537	2.21670393468117	1.73075599308468e-16	2.14240372055247	8.44320492192809e-16	4.35910765523364
"PTGER2"	-1.5313865696709	-1.72406117795482	9.46271055009345e-18	-2.94559357812675	2.2759988775807e-31	-4.66965475608157
"KRTAP1-1"	-1.53160594928256	-0.851216023361876	0.00173809523699307	-2.51028690417666	4.96872098013327e-15	-3.36150292753854
"CWF19L2"	-1.5329773694929	2.40472201148465	1.02947156325406e-12	1.02118727678396	0.000595632058337603	3.42590928826861
"SLC35F2"	-1.53965090909323	-0.914856586339417	0.000462797794791874	-3.06122364610084	6.31435711461686e-20	-3.97608023244025
"AMPH"	-1.54074306590491	-3.26357804940757	3.06897705854058e-38	-1.62867355898054	2.40462250390386e-19	-4.89225160838811
"KRT36"	-1.54540742151471	1.46804800767649	0.000621920320703383	2.98420861292478	1.36285942231215e-10	4.45225662060127
"IL6R"	-1.55255678987197	2.25092132333097	3.3256917390609e-26	1.45424484421938	1.97441976721356e-15	3.70516616755036
"IL6RA"	-1.55255678987197	2.25092132333097	3.3256917390609e-26	1.45424484421938	1.97441976721356e-15	3.70516616755036
"PDGFD"	-1.55413011597953	3.58468888556411	4.75503354334748e-14	1.33993240688969	0.00105425939204546	4.9246212924538
"ICA1"	-1.55843231716899	1.19445820157793	1.49854439702269e-13	2.53315968598569	1.94586566651074e-31	3.72761788756362
"LRRN3"	-1.55888462699176	-1.69270544930609	4.81529622097853e-10	-1.72149178129985	4.19456934417813e-10	-3.41419723060594
"SCG5"	-1.55976018429709	-1.67657560145914	5.73886525251753e-08	-3.19097786178714	2.09307772926005e-18	-4.86755346324628
"HOPX"	-1.56331314263342	2.91177470425688	4.26133819231872e-21	2.36679130662027	1.73880750338372e-16	5.27856601087715
"MAGEH1"	-1.5673064134601	-0.948145578054579	8.78087716947238e-05	-4.39630273335435	2.11460024625017e-32	-5.34444831140893
"SLC6A2"	-1.56828752800312	2.1235381579048	3.45687885580504e-20	2.18382496535748	7.91990557445483e-21	4.30736312326228
"SFTPB"	-1.57084528886953	2.00757037676048	1.0979652432868e-12	1.80421814088783	5.35114653828454e-11	3.81178851764831
"GFOD2"	-1.57329010819387	2.49158183228151	3.40853986754919e-30	0.867841004702969	1.69047180743938e-08	3.35942283698448
"DIO3"	-1.57422607044653	-2.5025419752822	1.94347124842914e-12	-1.19652158765778	0.000116758299463579	-3.69906356293997
"ARHGEF26"	-1.57516505676564	2.21881545291222	2.666047065105e-20	2.84318232720797	2.94817673087666e-26	5.06199778012019
"ELAVL2"	-1.57872877197729	-1.87985182472676	7.85990903680877e-12	-2.92703967656413	2.68900918709274e-20	-4.80689150129089
"SLC44A4"	-1.58042920610936	3.16465110186401	3.30482570762117e-34	2.85959049766475	3.70365108361583e-31	6.02424159952876
"KRTAP3-1"	-1.58935995996656	2.80171221890732	0.00359043830142082	2.63562192353548	2.7926733227508e-08	5.4373341424428
"USP49"	-1.59007570275261	2.14146428773366	4.63502553346402e-35	1.00140027824685	2.6369066457031e-16	3.14286456598051
"GPR6"	-1.59345283843563	-2.74903743469262	7.69825775026724e-21	-1.78927921048295	1.98658903653491e-12	-4.53831664517558
"SYNGAP1"	-1.59369385846735	2.82234967275835	7.3605916399797e-42	1.06821455703716	9.17505303497247e-17	3.89056422979551
"HEATR4"	-1.59811897322328	-3.19962407287879	9.45397164941396e-27	-0.985934910039857	8.48900693855927e-07	-4.18555898291865
"WNK4"	-1.60152087734787	-1.5432850160058	6.10321019386831e-16	-1.42461521684629	3.56906134696977e-14	-2.96790023285209
"NSMCE3"	-1.60638646734839	-0.59751718007842	0.00023935203116353	-3.93752233265624	3.50601754398969e-39	-4.53503951273466
"RANBP17"	-1.60750326993122	-1.32353840833206	5.44634956119916e-12	-1.61790589688093	1.75880697108925e-15	-2.94144430521299
"DEFA2"	-1.61148163441787	2.05745592204442	3.55764874966838e-09	3.29272498444353	1.28249689465988e-16	5.35018090648795
"DEFA20"	-1.61148163441787	2.05745592204442	3.55764874966838e-09	3.29272498444353	1.28249689465988e-16	5.35018090648795
"DEFA32"	-1.61148163441787	2.05745592204442	3.55764874966838e-09	3.29272498444353	1.28249689465988e-16	5.35018090648795
"DEFA33"	-1.61148163441787	2.05745592204442	3.55764874966838e-09	3.29272498444353	1.28249689465988e-16	5.35018090648795
"SLC11A1"	-1.61486807611212	1.69730837067761	3.42107915295696e-07	1.21214991047204	8.3109041599176e-13	2.90945828114965
"POU5F1"	-1.62892485371621	-3.15797751948885	6.09932196492296e-15	-1.03046729113273	2.76461826853434e-10	-4.18844481062158
"BMP2"	-1.63141758001787	-2.19435286838439	1.01001937196113e-23	-2.24410639056524	8.22200340674414e-24	-4.43845925894963
"PPP1R14C"	-1.63257345944658	4.04958851001352	1.050204238534e-30	2.82023939957009	1.63681718227853e-21	6.86982790958361
"SIM2"	-1.63511827261976	4.33679092724584	4.19196562663464e-30	1.02886158346578	6.79648124468904e-05	5.36565251071161
"TRDN"	-1.63698322854787	4.3206817400967	8.76789446191456e-22	1.60551870482201	6.77166868114476e-06	5.92620044491871
"ZFP612"	-1.64188621269362	-0.971271379012904	0.000625784403646426	-2.43780956095645	5.05476718316717e-14	-3.40908093996935
"ZNF23"	-1.64188621269362	-0.971271379012904	0.000625784403646426	-2.43780956095645	5.05476718316717e-14	-3.40908093996935
"ANXA10"	-1.64227413427168	-3.94330831361905	9.84985568421727e-35	-0.586777583455772	0.00419845242665508	-4.53008589707482
"POU5F1B"	-1.65364432699915	-3.15797751948885	1.84081715106707e-13	-0.986435729347507	1.18434702861834e-08	-4.14441324883636
"ARG2"	-1.65791991539448	-1.45669639231617	4.3215487247359e-11	-2.14234589996091	3.18438882560615e-18	-3.59904229227708
"FLT3"	-1.66076475799054	1.64266004926769	3.12451593930731e-10	3.26646604971847	5.20589903900458e-24	4.90912609898616
"APOL11B"	-1.66116659181631	-1.30474837384356	7.15367535170506e-14	-2.65258123194997	5.80588101706817e-30	-3.95732960579352
"MPP2"	-1.66370388305292	1.63160285062973	4.05859604464539e-21	1.53630579696175	2.076254329723e-19	3.16790864759148
"AABR07058476.1"	-1.66428702394805	-1.32118264973735	2.71117917146272e-14	-2.66901550784376	1.94020270260128e-30	-3.9901981575811
"RASSF9"	-1.66815217562024	-2.86168416270607	2.73509297414595e-23	-1.59256170695217	1.33947049106941e-11	-4.45424586965823
"ARHGAP44"	-1.67527359769953	3.14872573941561	3.41414354900678e-40	2.20874054114605	4.6951835105298e-30	5.35746628056167
"TLR2"	-1.68160817559801	2.03274359900515	2.31781170932641e-14	2.93081303524225	5.47075860336399e-22	4.9635566342474
"DMKN"	-1.68931382968055	-1.55121625303901	1.13498780099442e-11	-1.82057369651299	3.88269926004945e-14	-3.37178994955199
"FBXO36"	-1.68965885154972	3.06355103855418	1.73416489860582e-36	1.44614566490265	6.58303187508041e-17	4.50969670345683
"MFSD4B5"	-1.69142876671323	-0.889980679366624	4.06481395285691e-12	-2.43434206288803	2.67503864765256e-35	-3.32432274225465
"NAGLT1"	-1.69142876671323	-0.889980679366624	4.06481395285691e-12	-2.43434206288803	2.67503864765256e-35	-3.32432274225465
"IL23A"	-1.69191221257369	-1.86553487876495	9.62152334642894e-29	-1.19234385610591	1.56644323791799e-17	-3.05787873487086
"SIRT4"	-1.69747488523642	2.28998035098857	3.16891159078576e-16	1.82781537015698	5.88177637377859e-12	4.11779572114554
"IRAK2"	-1.70252188828099	4.09627143613606	1.11999923363215e-47	1.66956612024802	9.57615174503137e-22	5.76583755638408
"AABR07034739.2"	-1.72061054474524	-1.20854997051334	4.1492299222811e-17	-1.98009212550672	5.22062683702917e-29	-3.18864209602006
"MAB21L4"	-1.72093842673457	-2.22750960946786	1.66908462949968e-16	-1.47589075803218	1.04305096653696e-09	-3.70340036750003
"RGD1563692"	-1.72093842673457	-2.22750960946786	1.66908462949968e-16	-1.47589075803218	1.04305096653696e-09	-3.70340036750003
"SVS1"	-1.72933778524982	-2.53267252070099	2.28894515867525e-20	-1.88899425612893	9.98423127152674e-15	-4.42166677682992
"RSPH9"	-1.73476643210364	1.76213171152378	4.0003854296132e-16	2.29365184225682	8.73606829526676e-22	4.0557835537806
"ABO2"	-1.73605524439972	-2.0190006670117	7.37656654603879e-21	-1.64392014112956	1.84099229480186e-16	-3.66292080814126
"ZSWIM5"	-1.73670710823357	-2.02787612948928	1.16887909075076e-28	-1.16375485626199	8.93250582006438e-16	-3.19163098575127
"CREB3L4"	-1.73686250855421	-1.58305346145551	4.06809103675226e-09	-1.90155896772536	1.64449055441542e-11	-3.48461242918086
"AC118957.2"	-1.74285237092389	2.39447577647616	5.50680438683495e-26	1.96103715815583	6.45564062469814e-21	4.35551293463199
"DIO2"	-1.74285237092389	2.39447577647616	5.50680438683495e-26	1.96103715815583	6.45564062469814e-21	4.35551293463199
"BC048671"	-1.74757547285082	-2.490434280067	4.10432704016787e-49	-1.26950263936826	1.55684082575489e-29	-3.75993691943526
"CATSPER2"	-1.74989417984392	1.31155899172974	1.80975701163816e-20	1.69692586215727	1.88609755173768e-26	3.00848485388701
"CYP2F1"	-1.75328403396099	1.38580869473163	2.87698807620818e-09	2.11583969806448	2.74201145555768e-16	3.5016483927961
"CYP2F2"	-1.75328403396099	1.38580869473163	2.87698807620818e-09	2.11583969806448	2.74201145555768e-16	3.5016483927961
"CYP2F4"	-1.75328403396099	1.38580869473163	2.87698807620818e-09	2.11583969806448	2.74201145555768e-16	3.5016483927961
"NALCN"	-1.75744686735115	-1.45674986768364	1.36129869597275e-15	-1.64150062819091	1.0171371629655e-17	-3.09825049587455
"PCSK6"	-1.76422961129317	2.34778070561273	3.06154654649522e-26	1.24018227018923	2.75596180336804e-12	3.58796297580197
"SLC34A3"	-1.7730790428454	-1.59200706056188	1.17609615982871e-17	-1.46054762302931	6.33962859551353e-16	-3.05255468359119
"CPM"	-1.78782204492865	-1.32048141433517	6.49765578838846e-06	-1.76501685658823	6.96699698574482e-09	-3.0854982709234
"KCNE3"	-1.80074480474285	-2.79592063352564	5.71768046824495e-38	-1.03063918742957	8.92964480202967e-14	-3.8265598209552
"CACNG7"	-1.80260641577223	1.67022229219207	1.1961344629206e-15	1.2081266785384	4.60621977362704e-10	2.87834897073047
"ITPKA"	-1.8051193694907	-1.73516770885203	2.66755246386387e-22	-1.82753110301756	3.38679358219042e-23	-3.56269881186959
"GJA5"	-1.81219714391945	1.43936603740933	4.9923235730325e-10	1.79731992160049	1.50744168697107e-13	3.23668595900981
"CP"	-1.81221161252863	2.86078274267218	1.03530889017873e-18	3.90481234592627	2.34013724345202e-26	6.76559508859845
"TRIM66"	-1.81494979463848	-1.58690768268622	1.30444720199732e-22	-1.95497411843423	8.36104915123503e-28	-3.54188180112045
